Ship Draw,Lerp Draw,Turret Draw,Planets Draw,Ship Update,Lerp Update,turret Update,planets update
0.00287687,3.69831e-006,6.53368e-005,0.000693228,0.000782809,1.23277e-006,3.28739e-006,4.10923e-007
0.00275524,3.28739e-006,6.12276e-005,0.000671038,0.000369831,1.23277e-006,3.28739e-006,0
0.00278154,3.69831e-006,6.49259e-005,0.000692817,0.000631589,1.64369e-006,3.28739e-006,0
0.00274949,3.69831e-006,5.62965e-005,0.000693639,0.000584744,1.23277e-006,3.28739e-006,4.10923e-007
0.00237349,4.10923e-006,6.16385e-005,0.000692817,0.00035175,2.05462e-006,3.28739e-006,4.10923e-007
0.00246266,3.69831e-006,5.71183e-005,0.000689529,0.000549404,1.64369e-006,3.28739e-006,0
0.00228514,3.28739e-006,5.3831e-005,0.000676791,0.000389144,1.23277e-006,2.87646e-006,4.10923e-007
0.00247417,3.28739e-006,5.30091e-005,0.000697748,0.000557212,1.23277e-006,2.87646e-006,4.10923e-007
0.00246266,3.69831e-006,4.60234e-005,0.000651724,0.000594195,1.23277e-006,3.28739e-006,4.10923e-007
0.00264676,3.69831e-006,4.60234e-005,0.000651724,0.000368187,1.64369e-006,3.28739e-006,4.10923e-007
0.00263648,3.28739e-006,4.60234e-005,0.000670216,0.000593784,1.64369e-006,3.28739e-006,4.10923e-007
0.00274702,3.28739e-006,4.60234e-005,0.00067638,0.000576936,1.64369e-006,3.69831e-006,0
0.0026258,3.28739e-006,4.8489e-005,0.000650492,0.000383391,1.23277e-006,3.28739e-006,4.10923e-007
0.00284523,3.69831e-006,5.01326e-005,0.000673914,0.000374351,1.23277e-006,3.28739e-006,0
0.0030207,3.69831e-006,5.21873e-005,0.000691584,0.000156151,1.23277e-006,3.28739e-006,0
0.00274661,3.28739e-006,5.09545e-005,0.000670216,0.000633233,1.23277e-006,3.28739e-006,4.10923e-007
0.00274332,3.69831e-006,5.3831e-005,0.000668983,0.000399828,1.64369e-006,3.28739e-006,4.10923e-007
0.00283866,3.69831e-006,5.3831e-005,0.000698159,0.000593784,1.23277e-006,3.28739e-006,4.10923e-007
0.00284236,3.28739e-006,5.3831e-005,0.000671449,0.000161904,1.64369e-006,3.69831e-006,0
0.00282921,3.69831e-006,5.42419e-005,0.000668572,0.000148754,1.64369e-006,3.28739e-006,4.10923e-007
0.00286619,3.28739e-006,5.79402e-005,0.000691995,0.000148754,1.64369e-006,3.28739e-006,4.10923e-007
0.00298371,3.28739e-006,5.79402e-005,0.000726923,0.000404759,1.64369e-006,3.69831e-006,0
0.00296317,3.69831e-006,5.67074e-005,0.000696926,0.000640219,1.64369e-006,3.28739e-006,4.10923e-007
0.00274168,3.69831e-006,5.21873e-005,0.000632411,0.000399007,1.64369e-006,3.28739e-006,4.10923e-007
0.00282017,3.28739e-006,7.60208e-005,0.00065419,0.000147932,1.64369e-006,3.28739e-006,0
0.00287646,3.69831e-006,5.67074e-005,0.000655423,0.000159849,1.64369e-006,3.28739e-006,4.10923e-007
0.00295495,3.69831e-006,5.95839e-005,0.000694871,0.000157384,1.64369e-006,3.28739e-006,0
0.00444824,4.10923e-006,7.76645e-005,0.000742949,0.000158205,1.64369e-006,4.10923e-006,0
0.00283496,3.69831e-006,6.20494e-005,0.000733087,0.000406403,1.23277e-006,3.69831e-006,0
0.00295166,3.69831e-006,6.20494e-005,0.000697337,0.000150809,1.64369e-006,2.87646e-006,4.10923e-007
0.00283907,3.28739e-006,5.71183e-005,0.000673914,0.000652135,1.64369e-006,3.69831e-006,4.10923e-007
0.00283044,3.69831e-006,5.71183e-005,0.00069405,0.000865815,1.23277e-006,3.69831e-006,0
0.00280578,3.69831e-006,5.71183e-005,0.000691173,0.000405581,1.23277e-006,3.28739e-006,0
0.00289537,3.69831e-006,6.08167e-005,0.000691995,0.000156973,1.23277e-006,3.28739e-006,4.10923e-007
0.0028251,3.69831e-006,5.75293e-005,0.000670627,0.000386268,1.23277e-006,3.28739e-006,0
0.00293605,3.69831e-006,5.62965e-005,0.000692817,0.000412156,1.64369e-006,3.28739e-006,4.10923e-007
0.00293605,3.69831e-006,6.08167e-005,0.000705966,0.000147111,1.64369e-006,3.28739e-006,0
0.00289701,3.69831e-006,7.02679e-005,0.000692817,0.000669805,1.64369e-006,3.28739e-006,4.10923e-007
0.00281606,3.69831e-006,5.75293e-005,0.00067186,0.000156562,1.23277e-006,3.28739e-006,4.10923e-007
0.00294016,3.69831e-006,5.75293e-005,0.000741306,0.000402294,1.64369e-006,3.28739e-006,4.10923e-007
0.00292988,3.69831e-006,6.53368e-005,0.000703912,0.000674325,1.64369e-006,3.69831e-006,0
0.00287153,3.69831e-006,6.16385e-005,0.000691173,0.000642273,1.64369e-006,3.28739e-006,0
0.00293071,3.69831e-006,6.12276e-005,0.000652957,0.000703912,1.23277e-006,3.28739e-006,4.10923e-007
0.0026821,3.69831e-006,6.12276e-005,0.000671038,0.000410923,1.64369e-006,3.28739e-006,0
0.00280044,3.69831e-006,6.86242e-005,0.000690762,0.000679256,1.64369e-006,3.28739e-006,4.10923e-007
0.00271703,3.69831e-006,0.000173821,0.000909784,0.000424895,2.05462e-006,3.69831e-006,4.10923e-007
0.00289495,3.69831e-006,6.90351e-005,0.000693228,0.00068994,1.64369e-006,3.28739e-006,0
0.00278729,3.28739e-006,6.86242e-005,0.000671038,0.00118264,1.64369e-006,2.87646e-006,4.10923e-007
0.00270305,3.69831e-006,7.31444e-005,0.000691995,0.000424484,1.64369e-006,3.69831e-006,4.10923e-007
0.00269894,3.69831e-006,6.9857e-005,0.000670627,0.000648848,1.23277e-006,3.28739e-006,4.10923e-007
