Ship Draw,Lerp Draw,Turret Draw,Planets Draw,Ship Update,Lerp Update,turret Update,planets update
0.00281359,3.69831e-006,7.31444e-005,0.000703912,0.00068994,1.23277e-006,3.69831e-006,0
0.00278113,3.28739e-006,7.15007e-005,0.000651724,0.00069857,1.23277e-006,3.69831e-006,0
0.00294755,3.69831e-006,7.68427e-005,0.000691584,0.000703912,1.23277e-006,3.69831e-006,4.10923e-007
0.00289906,3.69831e-006,6.86242e-005,0.000652135,0.000152863,1.23277e-006,3.28739e-006,0
0.0028366,3.28739e-006,7.27334e-005,0.000678845,0.000441743,1.64369e-006,3.69831e-006,0
0.00283825,3.69831e-006,7.23225e-005,0.000669805,0.000692406,1.64369e-006,3.28739e-006,0
0.00301371,4.10923e-006,7.68427e-005,0.000691173,0.000176286,1.64369e-006,3.69831e-006,0
0.00288016,3.69831e-006,7.27334e-005,0.000652546,0.000721992,1.23277e-006,3.69831e-006,0
0.00278154,3.69831e-006,7.27334e-005,0.000651724,0.000712541,1.64369e-006,3.28739e-006,4.10923e-007
0.00287153,3.69831e-006,7.68427e-005,0.000691173,0.000433935,1.23277e-006,3.69831e-006,0
0.00293029,3.28739e-006,7.19116e-005,0.000668572,0.000399007,1.64369e-006,3.28739e-006,4.10923e-007
0.00294755,3.69831e-006,9.41014e-005,0.000682544,0.000156562,1.64369e-006,3.28739e-006,4.10923e-007
0.00291838,3.69831e-006,8.13628e-005,0.000692406,0.000156562,1.23277e-006,3.28739e-006,0
0.00289824,3.69831e-006,8.0541e-005,0.000693228,0.000722814,1.23277e-006,3.69831e-006,0
0.00287605,3.69831e-006,7.19116e-005,0.000652135,0.000681311,1.64369e-006,3.28739e-006,0
0.00284441,3.69831e-006,7.60208e-005,0.000652957,0.000683776,1.64369e-006,2.87646e-006,4.10923e-007
0.00292619,3.28739e-006,8.013e-005,0.000692817,0.000424484,1.64369e-006,3.28739e-006,0
